name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area,lat,lng,Walk Score,Bike Score,Transit Score
1 bed 1 bath apartment,1175,"kelowna, bc, v1v 0e2",Apartment/Condo,1,1,in-unit laundry,electric heating,garage parking,central ac,unfurnished,No pets,890,49.90236,-119.44975,24,70,38
1 bed 1 bath apartment,1450,"kelowna, bc, v1x 1m9",Apartment/Condo,1,1,laundry in building,Not specified,parking available,Not specified,Not specified,No pets,910,49.88362,-119.38419,71,79,47
1 bed 1 bath apartment,1450,"kelowna, bc, v1x 1m9",Apartment/Condo,1,1,laundry in building,Not specified,street parking,Not specified,Not specified,No pets,910,49.88362,-119.38419,71,79,47
1 bed 1 bath for rent in carriage house,1150,"kelowna, bc, v1y 5g6",House,2,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200,49.86994,-119.48567,53,96,47
private room for rent,1150,"kelowna, bc, v1y 5g6",Room,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,150,49.86994,-119.48567,53,96,47
1 bed 1 bath house,1000,"kelowna, bc, v1y 5g6",House,1,1,laundry available,central heating,parking available,central ac,unfurnished,dog and cat friendly,1200,49.86994,-119.48567,53,96,47
3 beds 2 baths house,3195,"kelowna, bc, v1y 5g6",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.86994,-119.48567,53,96,47
1 bed 1 bath flat,2200,"kelowna, bc, v1y 9r3",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,49.89092,-119.49656,52,99,58
1 bed 1 bath house,960,"kelowna, bc, v1y 8z4",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200,49.89824,-119.4649,21,69,39
room for rent,800,"kelowna, bc, v1y 8n1",Room,1,1,laundry available,central heating,street parking,central ac,unfurnished,No pets,150,49.87635,-119.46577,46,99,53
private room for rent,1100,"kelowna, bc, v1y 0g9",Room,1,1,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,dog friendly,150,49.88167,-119.48856,64,95,60
1 bed 1 bath house,850,"kelowna, bc, v1w 2g3",House,1,1,laundry in building,electric heating,street parking,ac available,furnished,cat friendly,1200,49.87094,-119.45799,12,64,43
2 beds 1 5 baths house,2000,"kelowna, bc, v1y 5h3",House,2,1,Not specified,Not specified,garage parking,Not specified,unfurnished,No pets,1200,49.87091,-119.48595,53,96,47
2 beds 1 bath house,1200,"kelowna, bc, v1y 6m9",House,2,1,in-unit laundry,central heating,Not specified,central ac,unfurnished,No pets,1200,49.8852,-119.46554,43,86,53
1 bed 1 bath house,850,"kelowna, bc, v1y 3w2",House,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,1100,49.88947,-119.46636,27,83,51
1 bed 1 bath house,850,"kelowna, bc, v1y 3w2",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,dog and cat friendly,1100,49.88947,-119.46636,27,83,51
1 bed 1 bath house,900,"kelowna, bc, v1y 3w2",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,750,49.88947,-119.46636,27,83,51
like brand new 4 bed 2 bath,2900,"kelowna, bc, v1y 8s1",House,4,2,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,1200,49.87584,-119.47704,53,98,55
1 bed 1 bath house,1000,"kelowna, bc, v1x 3e1",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1710,49.89777,-119.38876,62,80,50
1 bed 1 bath house,1100,"kelowna, bc, v1x 3e1",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1700,49.89777,-119.38876,62,80,50
1 bed 1 bath house,1100,"kelowna, bc, v1x 3e1",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1700,49.89777,-119.38876,62,80,50
1 bed 1 bath house,1000,"kelowna, bc, v1x 3e1",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1700,49.89777,-119.38876,62,80,50
2 beds 1 bath house,2200,"kelowna, bc, v1y 2z3",House,2,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,dog and cat friendly,800,49.88036,-119.4827,58,95,59
5 beds 2 5 baths house,4000,"kelowna, bc, v1y 2z3",House,5,2,in-unit laundry,Not specified,street parking,Not specified,unfurnished,dog and cat friendly,1200,49.88036,-119.4827,58,95,59
1 室1 卫 独立宅院,1300,"kelowna, bc, v1w 1t9",House,1,1,in-unit laundry,heating available,Not specified,ac available,unfurnished,No pets,1200,49.81476,-119.48481,6,66,29
3 beds 3 baths townhouse,2700,"kelowna, bc, v1y 6v4",Townhouse,3,3,in-unit laundry,gas heating,parking available,central ac,unfurnished,dog and cat friendly,1140,49.88831,-119.48597,55,97,57
3 beds 1 bath house,2600,"kelowna, bc, v1y 2t1",House,3,1,in-unit laundry,gas heating,parking available,Not specified,unfurnished,dog and cat friendly,1800,49.87408,-119.48677,53,92,53
3 beds 1 bath house,2600,"kelowna, bc, v1x 2e5",House,3,1,in-unit laundry,electric heating,street parking,Not specified,Not specified,dog and cat friendly,1200,49.89258,-119.38129,68,85,49
2 beds 1 bath house,1700,"west kelowna, bc, v4t 3n3",House,2,1,in-unit laundry,electric heating,street parking,ac available,Not specified,No pets,1200,49.86443,-119.62271,1,2,-1
2 beds 1 bath house,1590,"west kelowna, bc, v4t 3n3",House,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,800,49.86443,-119.62271,1,2,-1
1 bed 1 bath room only,800,"kelowna, bc, v1y 6b9",Room,1,1,laundry available,central heating,parking available,Not specified,unfurnished,No pets,150,49.882,-119.47102,57,93,56
1 bed 1 bath house,800,"kelowna, bc, v1y 6b9",House,1,1,Not specified,central heating,parking available,Not specified,unfurnished,No pets,1200,49.882,-119.47102,57,93,56
1 bed 1 bath house,800,"kelowna, bc, v1y 6b9",House,1,1,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,1200,49.882,-119.47102,57,93,56
2 beds 1 bath apartment,1050,"kelowna, bc, v1y 4v3",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910,49.89929,-119.44785,14,63,37
2 beds 1 bath apartment,1050,"kelowna, bc, v1y 4v3",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910,49.89929,-119.44785,14,63,37
3室3卫 租赁式公寓,900,"kelowna, bc, v1v 0a2",Room,1,1,in-unit laundry,central heating,parking available,ac available,unfurnished,No pets,150,49.9354,-119.40044,26,27,47
2 beds 2 baths apartment,1000,"kelowna, bc, v1v 0a2",Apartment/Condo,2,2,in-unit laundry,heating available,Not specified,ac available,Not specified,No pets,910,49.9354,-119.40044,26,27,47
1 or 2 bed 2 baths house,950,"kelowna, bc, v1y 8h7",House,1,2,laundry available,gas heating,parking available,central ac,unfurnished,No pets,1200,49.87776,-119.46797,49,97,54
1 bed 1 bath apartment,1000,"kelowna, bc, v1y 1r9",Apartment/Condo,1,1,in-unit laundry,Not specified,street parking,Not specified,Not specified,No pets,950,49.87931,-119.49309,63,97,59
1 bed 1 bath house,1000,"kelowna, bc, v1x 4p5",House,1,1,Not specified,electric heating,street parking,central ac,Not specified,No pets,308,49.86754,-119.38935,3,34,31
2 beds 2 baths apartment,2300,"kelowna, bc, v1x 4p5",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,910,49.86754,-119.38935,3,34,31
1 bed 1 bath house,1000,"kelowna, bc, v1x 4p5",House,1,1,Not specified,gas heating,street parking,central ac,Not specified,No pets,308,49.86754,-119.38935,3,34,31
2 beds 2 baths apartment,2500,"kelowna, bc, v1x 4p5",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,Not specified,dog and cat friendly,1037,49.86754,-119.38935,3,34,31
1 bed 1 bath apartment,1625,"kelowna, bc, v1y 0g5",Apartment/Condo,1,1,laundry in building,central heating,garage parking,central ac,unfurnished,No pets,910,49.88293,-119.48856,67,97,60
4 beds 2 baths house,3200,"kelowna, bc, v1x 2y7",House,4,2,in-unit laundry,gas heating,street parking,ac available,unfurnished,dog friendly,1770,49.8908,-119.3854,82,89,49
1 bed 1 bath apartment,1300,"kelowna, bc, v1y 9z4",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,ac available,Not specified,No pets,910,49.89555,-119.49726,38,98,39
2 beds 2 baths apartment,2500,"kelowna, bc, v1y 9z4",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,900,49.89555,-119.49726,38,98,39
2 beds 2 baths apartment,2500,"kelowna, bc, v1y 9z4",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,780,49.89555,-119.49726,38,98,39
5 beds 2 baths house,600,"kelowna, bc, v1x 4g5",Room,1,1,laundry available,Not specified,parking available,Not specified,Not specified,No pets,150,49.88616,-119.41484,56,81,53
3 beds 1 bath house,2500,"kelowna, bc, v1y 2j6",House,3,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,6000,49.90251,-119.48841,24,88,35
1 bed 1 bath apartment,1200,"vernon, bc, v1t 7p9",Apartment/Condo,1,1,laundry available,central heating,parking available,central ac,Not specified,No pets,910,50.25489,-119.30388,12,38,24
1 bed 1 bath house,788,"vernon, bc, v1t 7p9",House,1,1,laundry available,central heating,parking available,central ac,Not specified,No pets,1200,50.25489,-119.30388,12,38,24
1 bed 1 bath house,750,"vernon, bc, v1t 7p9",House,1,1,laundry available,central heating,street parking,ac available,unfurnished,No pets,1200,50.25489,-119.30388,12,38,24
4 beds 2 baths house,3400,"kelowna, bc, v1w 1b8",House,4,2,laundry available,central heating,parking available,Not specified,unfurnished,dog and cat friendly,1200,49.8255,-119.48711,20,74,30
4 beds 2 baths house,3400,"kelowna, bc, v1w 1b8",House,4,2,Not specified,Not specified,Not specified,Not specified,Not specified,dog and cat friendly,1200,49.8255,-119.48711,20,74,30
1 bed 1 bath house,1045,"kelowna, bc, v1y 6x4",House,1,1,laundry in building,heating available,street parking,Not specified,unfurnished,dog and cat friendly,1200,49.89027,-119.48129,41,97,56
private room for rent,925,"kelowna, bc, v1y 6x4",Room,1,1,laundry in building,Not specified,street parking,Not specified,unfurnished,No pets,150,49.89027,-119.48129,41,97,56
3 beds 3 baths townhouse,3300,"kelowna, bc, v1y 2t2",Townhouse,3,3,in-unit laundry,heating available,garage parking,central ac,unfurnished,dog and cat friendly,1371,49.87415,-119.48689,53,92,53
3 beds 1 bath townhouse,2700,"kelowna, bc, v1y 2t2",Townhouse,3,1,laundry in building,central heating,parking available,Not specified,Not specified,No pets,1371,49.87415,-119.48689,53,92,53
2 beds 1 bath apartment,1215,"kelowna, bc, v1y 1z9",Apartment/Condo,2,1,in-unit laundry,gas heating,street parking,central ac,unfurnished,No pets,1000,49.89061,-119.49347,61,99,59
1 bed 1 bath apartment,1250,"kelowna, bc, v1w 3w5",Apartment/Condo,1,1,in-unit laundry,Not specified,garage parking,Not specified,unfurnished,No pets,910,49.85768,-119.47651,46,87,48
1 bed 1 bath house,900,"kelowna, bc, v1y 6k2",House,1,1,laundry in building,gas heating,street parking,ac available,unfurnished,cat friendly,1200,49.88393,-119.47346,48,89,54
daylight suite,1750,"kelowna, bc, v1x 5k7",House,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200,49.88322,-119.37576,40,46,39
3 beds 2 baths house,2600,"kelowna, bc, v1x 2s1",House,3,2,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.89411,-119.36872,14,22,40
4 beds 2 baths house,3000,"kelowna, bc, v1x 1s6",House,4,2,in-unit laundry,gas heating,parking available,Not specified,Not specified,dog and cat friendly,2000,49.8852,-119.38526,80,82,48
2 beds 1 bath townhouse,1950,"kelowna, bc, v1x 1s6",Townhouse,2,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,900,49.8852,-119.38526,80,82,48
1 bed 1 bath house,800,"kelowna, bc, v1x 3l5",House,1,1,laundry in building,central heating,street parking,central ac,unfurnished,No pets,1200,49.8978,-119.39345,58,78,51
2 beds 2 5 baths townhouse,2700,"kelowna, bc, v1y 2v1",Townhouse,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1371,49.86462,-119.48781,75,97,48
2 beds 2 baths apartment,2200,"kelowna, bc, v1y 9t8",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,Not specified,dog and cat friendly,1050,49.89011,-119.45844,31,86,50
private room for rent,700,"kelowna, bc, v1x 3w3",Room,1,1,Not specified,central heating,Not specified,central ac,unfurnished,No pets,150,49.87888,-119.40179,27,70,38
3 beds 3 bath apartment,2100,"central okanagan, bc, v1z 3t1",Apartment/Condo,3,3,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,910,49.93638,-119.50935,0,4,-1
1 bed 1 bath apartment,1800,"west kelowna, bc, v4t 2z9",Apartment/Condo,2,1,in-unit laundry,gas heating,parking available,ac available,unfurnished,dog and cat friendly,910,49.83757,-119.60997,32,38,-1
2 beds 2 baths apartment,2200,"west kelowna, bc, v4t 2z9",Apartment/Condo,2,2,in-unit laundry,heating available,parking available,ac available,Not specified,dog and cat friendly,813,49.83757,-119.60997,32,38,-1
3 beds 3 baths townhouse,2500,"west kelowna, bc, v4t 0a4",Townhouse,3,3,in-unit laundry,heating available,parking available,ac available,Not specified,No pets,1177,49.83136,-119.57793,0,42,-1
2 beds 2 baths apartment for rent,2250,"kelowna, bc, v1v 2v1",Apartment/Condo,3,2,in-unit laundry,gas heating,garage parking,ac available,unfurnished,No pets,998,49.90895,-119.44869,43,80,38
fully renovated 3 bedroom basement suite,2400,"kelowna, bc, v1x 3g2",House,3,1,laundry available,central heating,parking available,central ac,unfurnished,No pets,900,49.89455,-119.38921,68,79,50
2 bed 2 bath,2000,"kelowna, bc, v1v 0e3",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,910,49.93337,-119.4015,22,27,45
2 beds 2 baths apartment,1234,"kelowna, bc, v1v 0e3",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,Not specified,Not specified,No pets,910,49.93337,-119.4015,22,27,45
2 beds 2 baths apartment,1900,"kelowna, bc, v1v 0e3",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,49.93337,-119.4015,22,27,45
2室2卫 租赁式公寓,1950,"kelowna, bc, v1v 0e3",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,49.93337,-119.4015,22,27,45
2 beds 1 bath house,1650,"lake country, bc, v4v 2r2",House,2,1,in-unit laundry,electric heating,Not specified,central ac,unfurnished,No pets,1200,50.07032,-119.41315,10,6,-1
1 bed 1 bath house,1500,"kelowna, bc, v1v 2n1",House,1,1,Not specified,heating available,street parking,ac available,unfurnished,cat friendly,600,49.95352,-119.40193,26,13,28
4 beds 4 baths house,4000,"kelowna, bc, v1v 2n1",House,4,4,in-unit laundry,heating available,garage parking,ac available,unfurnished,cat friendly,3500,49.95352,-119.40193,26,13,28
3 beds 1 bath house,2595,"kelowna, bc, v1y 6r6",House,3,1,laundry available,central heating,garage parking,ac available,unfurnished,dog and cat friendly,1250,49.88636,-119.46866,38,78,53
fully furnished term rental,4000,"kelowna, bc, v1y 6r6",Townhouse,4,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1371,49.88636,-119.46866,38,78,53
3 beds 1 bath house,2600,"kelowna, bc, v1y 6r6",House,3,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.88636,-119.46866,38,78,53
4 beds 2 baths house,4300,"kelowna, bc, v1y 6r6",House,4,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.88636,-119.46866,38,78,53
3 beds 2 baths house,3350,"kelowna, bc, v1y 4a2",House,3,2,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,1200,49.87531,-119.47147,46,98,51
1 bed 1 bath apartment,900,"kelowna, bc, v1y 5y3",Apartment/Condo,1,1,laundry in building,heating available,parking available,ac available,unfurnished,No pets,910,49.88025,-119.47185,55,99,55
3 beds 2 5 baths house,3000,"kelowna, bc, v1y 5y3",House,3,2,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,1500,49.88025,-119.47185,55,99,55
2 beds 1 bath house,1500,"penticton, bc, v2a 8j2",House,2,1,laundry in building,central heating,parking available,central ac,Not specified,No pets,1200,49.47224,-119.56505,6,20,-1
2 beds 1 bath house,1600,"vernon, bc",House,2,1,Not specified,central heating,Not specified,central ac,unfurnished,dog and cat friendly,1000,50.26548,-119.27376,98,65,42
